LocusID,GOterm,GOdesc,Ontology
Solyc03g115760.3.1,GO:0016020,membrane,CC
Solyc03g115820.3.1,GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",MF
Solyc03g115830.2.1,GO:0016020,membrane,CC
Solyc03g115850.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g115990.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g116040.2.1,GO:0016757,glycosyltransferase activity,MF
Solyc03g116050.1.1,GO:0005515,protein binding,MF
Solyc03g116140.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g116260.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g116270.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g116280.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g116290.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g116460.4.1,GO:0036361,"racemase activity, acting on amino acids and derivatives",MF
Solyc03g116500.4.1,GO:0005975,carbohydrate metabolic process,BP
Solyc03g116580.4.1,GO:0005975,carbohydrate metabolic process,BP
Solyc03g116610.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g116680.3.1,GO:0005634,nucleus,CC
Solyc03g116760.3.1,GO:0005524,ATP binding,MF
Solyc03g116770.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc03g116790.4.1,GO:0051082,unfolded protein binding,MF
Solyc03g116810.4.1,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,BP
Solyc03g116850.3.1,GO:0006811,monoatomic ion transport,BP
Solyc03g116880.3.1,GO:0008725,DNA-3-methyladenine glycosylase activity,MF
Solyc03g116890.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g116900.3.1,GO:0030001,metal ion transport,BP
Solyc03g116910.3.1,GO:0050662,(OBSOLETE) coenzyme binding,
Solyc03g117050.4.1,GO:0016020,membrane,CC
Solyc03g117120.4.1,GO:0006913,nucleocytoplasmic transport,BP
Solyc03g117130.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g117180.3.1,GO:0005524,ATP binding,MF
Solyc03g117230.1.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g117320.4.1,GO:0005622,intracellular anatomical structure,CC
Solyc03g117330.4.1,GO:0004827,proline-tRNA ligase activity,MF
Solyc03g117440.3.1,GO:0008270,zinc ion binding,MF
Solyc03g117480.4.1,GO:0009678,pyrophosphate hydrolysis-driven proton transmembrane transporter activity,MF
Solyc03g117530.1.1,GO:0030896,checkpoint clamp complex,CC
Solyc03g117540.4.1,GO:0016887,ATP hydrolysis activity,MF
Solyc03g117550.1.1,GO:0005524,ATP binding,MF
Solyc03g117640.1.1,GO:0005524,ATP binding,MF
Solyc03g117650.4.1,GO:0006506,GPI anchor biosynthetic process,BP
Solyc03g117720.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g117750.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc03g117790.2.1,GO:0005524,ATP binding,MF
Solyc03g117800.4.1,GO:0008610,lipid biosynthetic process,BP
Solyc03g117810.4.1,GO:0016887,ATP hydrolysis activity,MF
Solyc03g117980.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g118000.1.1,GO:0032958,inositol phosphate biosynthetic process,BP
Solyc03g118040.3.1,GO:0005783,endoplasmic reticulum,CC
Solyc03g118170.3.1,GO:0004812,aminoacyl-tRNA ligase activity,MF
Solyc03g118190.4.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g118290.3.1,GO:0005634,nucleus,CC
Solyc03g118330.3.1,GO:0005524,ATP binding,MF
Solyc03g118350.4.1,GO:0016311,dephosphorylation,BP
Solyc03g118370.3.1,GO:0006508,proteolysis,BP
Solyc03g118380.3.1,GO:0006351,DNA-templated transcription,BP
Solyc03g118420.4.1,GO:0005634,nucleus,CC
Solyc03g118500.3.1,GO:0051082,unfolded protein binding,MF
Solyc03g118510.3.1,GO:0005524,ATP binding,MF
Solyc03g118530.3.1,GO:0005524,ATP binding,MF
Solyc03g150160.1.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc03g118640.3.1,GO:0008270,zinc ion binding,MF
Solyc03g118650.3.1,GO:0016853,isomerase activity,MF
Solyc03g118740.3.1,GO:0055085,transmembrane transport,BP
Solyc03g118820.4.1,GO:0005525,GTP binding,MF
Solyc03g118860.3.1,GO:0016758,hexosyltransferase activity,MF
Solyc03g118900.3.1,GO:0016021,integral component of membrane,CC
Solyc03g118920.3.1,GO:0005524,ATP binding,MF
Solyc03g118960.3.1,GO:0015238,xenobiotic transmembrane transporter activity,MF
Solyc03g118970.3.1,GO:0015238,xenobiotic transmembrane transporter activity,MF
Solyc03g119030.4.1,GO:0007031,peroxisome organization,BP
Solyc03g119080.4.1,GO:0005975,carbohydrate metabolic process,BP
Solyc03g119130.3.1,GO:0003677,DNA binding,MF
Solyc03g119140.4.1,GO:0006468,protein phosphorylation,BP
Solyc03g119220.3.1,GO:0005524,ATP binding,MF
Solyc03g119240.3.1,GO:0005524,ATP binding,MF
Solyc03g119260.4.1,GO:0016020,membrane,CC
Solyc03g119270.1.1,GO:0016192,vesicle-mediated transport,BP
Solyc03g119290.3.1,GO:0005525,GTP binding,MF
Solyc03g119340.3.1,GO:0006468,protein phosphorylation,BP
Solyc03g119360.3.1,GO:0005622,intracellular anatomical structure,CC
Solyc03g119380.3.1,GO:0005840,ribosome,CC
Solyc03g119420.3.1,GO:0016226,iron-sulfur cluster assembly,BP
Solyc03g160280.1.1,GO:0005524,ATP binding,MF
Solyc03g119490.4.1,GO:0005524,ATP binding,MF
Solyc03g119580.1.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g119780.4.1,GO:0008270,zinc ion binding,MF
Solyc03g119800.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g119820.1.1,GO:0016021,integral component of membrane,CC
Solyc03g119860.3.1,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,MF
Solyc03g119870.3.1,GO:0008270,zinc ion binding,MF
Solyc03g119930.1.1,GO:0015689,molybdate ion transport,BP
Solyc03g119970.3.1,GO:0006862,nucleotide transport,BP
Solyc03g120020.4.1,GO:0016021,integral component of membrane,CC
Solyc03g120060.2.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc03g120110.3.1,GO:0006468,protein phosphorylation,BP
Solyc03g120200.2.1,GO:0005524,ATP binding,MF
Solyc03g120250.3.1,GO:0015116,sulfate transmembrane transporter activity,MF
Solyc03g120370.1.1,GO:0009507,chloroplast,CC
Solyc03g120450.4.1,GO:0030170,pyridoxal phosphate binding,MF
Solyc03g120560.3.1,GO:0022857,transmembrane transporter activity,MF
Solyc03g120570.3.1,GO:0022857,transmembrane transporter activity,MF
Solyc03g120640.3.1,GO:0009538,photosystem I reaction center,CC
Solyc03g120660.4.1,GO:0051287,NAD binding,MF
Solyc03g120670.3.1,GO:0051287,NAD binding,MF
Solyc03g120680.3.1,GO:0051287,NAD binding,MF
Solyc03g120690.3.1,GO:0030286,dynein complex,CC
Solyc03g120750.3.1,GO:0005525,GTP binding,MF
Solyc03g120760.4.1,GO:0006468,protein phosphorylation,BP
Solyc03g120780.3.1,GO:0005622,intracellular anatomical structure,CC
Solyc03g120800.4.1,GO:0006979,response to oxidative stress,BP
Solyc03g120810.4.1,GO:0005524,ATP binding,MF
Solyc03g120840.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g120890.3.1,GO:0008270,zinc ion binding,MF
Solyc03g120970.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g120990.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g121020.3.1,GO:0016570,histone modification,BP
Solyc03g121040.5.1,GO:0055114,oxidoreductase process,MF
Solyc03g121050.3.1,GO:0005524,ATP binding,MF
Solyc03g121070.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc03g121210.4.1,GO:0006357,regulation of transcription by RNA polymerase II,BP
Solyc03g121230.3.1,GO:0006468,protein phosphorylation,BP
Solyc03g121250.3.1,GO:0006139,nucleobase-containing compound metabolic process,BP
Solyc03g121260.3.1,GO:0008173,RNA methyltransferase activity,MF
Solyc03g121280.4.1,GO:0016020,membrane,CC
Solyc03g121370.3.1,GO:0005840,ribosome,CC
Solyc03g121400.1.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g121440.4.1,GO:0005524,ATP binding,MF
Solyc03g121530.3.1,GO:0006396,RNA processing,BP
Solyc03g121600.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g121610.3.1,GO:0006468,protein phosphorylation,BP
Solyc03g121780.1.1,GO:0006468,protein phosphorylation,BP
Solyc03g121820.3.1,GO:0005524,ATP binding,MF
Solyc03g121840.3.1,GO:0003677,DNA binding,MF
Solyc03g121930.3.1,GO:0042393,histone binding,MF
Solyc03g121940.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g121960.3.1,GO:0008374,O-acyltransferase activity,MF
Solyc03g122000.4.1,GO:0016020,membrane,CC
Solyc03g122020.4.1,GO:0006352,DNA-templated transcription initiation,BP
Solyc03g122050.1.1,GO:0016887,ATP hydrolysis activity,MF
Solyc03g122070.3.1,GO:0016887,ATP hydrolysis activity,MF
Solyc03g122090.3.1,GO:0016192,vesicle-mediated transport,BP
Solyc03g122110.1.1,GO:0005515,protein binding,MF
Solyc03g122230.2.1,GO:0005524,ATP binding,MF
Solyc03g122240.3.1,GO:0006887,exocytosis,BP
Solyc03g122310.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g122340.3.1,GO:0046872,metal ion binding,MF
Solyc03g122350.3.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc03g122360.3.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc03g123430.4.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g123490.1.1,GO:0006508,proteolysis,BP
Solyc03g123500.4.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g123570.3.1,GO:0046488,phosphatidylinositol metabolic process,BP
Solyc03g123600.4.1,GO:0030170,pyridoxal phosphate binding,MF
Solyc03g123610.4.1,GO:0030170,pyridoxal phosphate binding,MF
Solyc03g123620.4.1,GO:0042545,cell wall modification,BP
Solyc03g123630.4.1,GO:0042545,cell wall modification,BP
Solyc03g123740.4.1,GO:0006468,protein phosphorylation,BP
Solyc03g123760.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g123790.4.1,GO:0055085,transmembrane transport,BP
Solyc03g123800.3.1,GO:0005524,ATP binding,MF
Solyc03g123820.2.1,GO:0050660,flavin adenine dinucleotide binding,MF
Solyc03g123860.4.1,GO:0005524,ATP binding,MF
Solyc03g123900.3.1,GO:0005509,calcium ion binding,MF
Solyc03g123940.1.1,GO:0005622,intracellular anatomical structure,CC
Solyc03g124040.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g124050.3.1,GO:0005524,ATP binding,MF
Solyc04g005010.4.1,GO:0004523,RNA-DNA hybrid ribonuclease activity,MF
Solyc04g005030.4.1,GO:0016868,"intramolecular transferase activity, phosphotransferases",MF
Solyc04g005040.1.1,GO:0006508,proteolysis,BP
Solyc04g005050.1.1,GO:0006508,proteolysis,BP
Solyc04g005070.3.1,GO:0022857,transmembrane transporter activity,MF
Solyc04g005110.1.1,GO:0010333,terpene synthase activity,MF
Solyc04g005160.3.1,GO:0006098,pentose-phosphate shunt,BP
Solyc04g005170.1.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g005190.2.1,GO:0030976,thiamine pyrophosphate binding,MF
Solyc04g005260.3.1,GO:0008725,DNA-3-methyladenine glycosylase activity,MF
Solyc04g005300.4.1,GO:0051499,D-aminoacyl-tRNA deacylase activity,MF
Solyc04g005320.3.1,GO:0005634,nucleus,CC
Solyc04g005360.1.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g005370.2.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g005390.3.1,GO:0005524,ATP binding,MF
Solyc04g005510.3.1,GO:0003746,translation elongation factor activity,MF
Solyc04g005560.3.1,GO:0032012,regulation of ARF protein signal transduction,BP
Solyc04g005610.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g005630.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g005640.3.1,GO:0033897,ribonuclease T2 activity,MF
Solyc04g005790.3.1,GO:0022857,transmembrane transporter activity,MF
Solyc04g005910.3.1,GO:0005524,ATP binding,MF
Solyc04g006970.4.1,GO:0008964,phosphoenolpyruvate carboxylase activity,MF
Solyc04g007120.4.1,GO:0006289,nucleotide-excision repair,BP
Solyc04g007150.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g007160.1.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g007170.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g007280.3.1,GO:0006913,nucleocytoplasmic transport,BP
Solyc04g007380.3.1,GO:0005524,ATP binding,MF
Solyc04g007390.4.1,GO:0005524,ATP binding,MF
Solyc04g007510.4.1,GO:0005524,ATP binding,MF
Solyc04g007530.3.1,GO:0015238,xenobiotic transmembrane transporter activity,MF
Solyc04g007540.3.1,GO:0015238,xenobiotic transmembrane transporter activity,MF
Solyc04g007590.3.1,GO:0016021,integral component of membrane,CC
Solyc04g007630.2.1,GO:0046872,metal ion binding,MF
Solyc04g007650.4.1,GO:0046488,phosphatidylinositol metabolic process,BP
Solyc04g007690.3.1,GO:0055085,transmembrane transport,BP
Solyc04g007710.3.1,GO:0005524,ATP binding,MF
Solyc04g007880.4.1,GO:0005524,ATP binding,MF
Solyc04g007910.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g007940.5.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g007925.1.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g007980.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g008040.4.1,GO:0008017,microtubule binding,MF
Solyc04g008100.3.1,GO:0016567,protein ubiquitination,BP
Solyc04g008210.2.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g008230.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g008270.4.1,GO:0005544,calcium-dependent phospholipid binding,MF
Solyc04g008340.2.1,GO:0030001,metal ion transport,BP
Solyc04g008390.3.1,GO:0006468,protein phosphorylation,BP
Solyc04g008430.1.1,GO:0005524,ATP binding,MF
Solyc04g008450.4.1,GO:0016020,membrane,CC
Solyc04g008460.4.1,GO:0005840,ribosome,CC
Solyc04g008490.2.1,GO:0005739,mitochondrion,CC
Solyc04g008610.3.1,GO:0004402,histone acetyltransferase activity,MF
Solyc04g008640.3.1,GO:0006886,intracellular protein transport,BP
Solyc04g008650.4.1,GO:0005524,ATP binding,MF
Solyc04g008670.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g008730.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g008740.3.1,GO:0004743,pyruvate kinase activity,MF
Solyc04g008780.4.1,GO:0050662,(OBSOLETE) coenzyme binding,
Solyc04g008810.3.1,GO:0005622,intracellular anatomical structure,CC
Solyc04g008880.4.1,GO:0009058,biosynthetic process,BP
Solyc04g008990.3.1,GO:0009231,riboflavin biosynthetic process,BP
Solyc04g009010.2.1,GO:0006481,C-terminal protein methylation,BP
Solyc04g009030.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g009200.3.1,GO:0030170,pyridoxal phosphate binding,MF
Solyc04g009230.5.1,GO:0046540,U4/U6 x U5 tri-snRNP complex,CC
Solyc04g009330.4.1,GO:0005524,ATP binding,MF
Solyc04g009350.3.1,GO:0030170,pyridoxal phosphate binding,MF
Solyc04g009410.3.1,GO:0005839,proteasome core complex,CC
Solyc04g009420.3.1,GO:0009523,photosystem II,CC
Solyc04g009440.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g009450.1.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g009540.1.1,GO:0042254,ribosome biogenesis,BP
Solyc04g009580.3.1,GO:0016020,membrane,CC
Solyc04g009620.5.1,GO:0009073,aromatic amino acid family biosynthetic process,BP
Solyc04g009630.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g009700.3.1,GO:0016311,dephosphorylation,BP
Solyc04g009710.2.1,GO:0051536,iron-sulfur cluster binding,MF
Solyc04g009740.4.1,GO:0006887,exocytosis,BP
Solyc04g009760.2.1,GO:0016020,membrane,CC
Solyc04g009770.3.1,GO:0051082,unfolded protein binding,MF
Solyc04g009790.4.1,GO:0015238,xenobiotic transmembrane transporter activity,MF
Solyc04g009830.3.1,GO:0006338,chromatin remodeling,BP
Solyc04g009850.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g009860.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g009910.3.1,GO:0005524,ATP binding,MF
Solyc04g009930.3.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g009960.3.1,GO:0016829,lyase activity,MF
Solyc04g010100.2.1,GO:0005622,intracellular anatomical structure,CC
Solyc04g010240.3.1,GO:0005622,intracellular anatomical structure,CC
Solyc04g010260.3.1,GO:0005634,nucleus,CC
Solyc04g010290.5.1,GO:0016020,membrane,CC
Solyc04g010310.4.1,GO:0016887,ATP hydrolysis activity,MF
Solyc04g010320.1.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g011360.3.1,GO:0005525,GTP binding,MF
Solyc04g011370.5.1,GO:0005622,intracellular anatomical structure,CC
Solyc04g011520.3.1,GO:0005524,ATP binding,MF
Solyc04g011670.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc04g011680.3.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g011690.5.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g011700.2.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g011720.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g011730.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g011780.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011790.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011800.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011810.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011820.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011830.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011840.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011850.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011860.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011870.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011880.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g011920.3.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g150109.1.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g011940.3.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g012050.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g012060.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g012070.3.1,GO:0016021,integral component of membrane,CC
Solyc04g012110.2.1,GO:0005524,ATP binding,MF
Solyc04g012160.4.1,GO:0005524,ATP binding,MF
Solyc04g012180.5.1,GO:0005525,GTP binding,MF
Solyc04g014200.2.1,GO:0005524,ATP binding,MF
Solyc04g014210.3.1,GO:0005524,ATP binding,MF
Solyc04g014240.1.1,GO:0006357,regulation of transcription by RNA polymerase II,BP
Solyc04g014270.3.1,GO:0006096,glycolytic process,BP
Solyc04g014510.3.1,GO:0006807,nitrogen compound metabolic process,BP
Solyc04g014530.1.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g014645.1.1,GO:0005524,ATP binding,MF
Solyc04g014690.3.1,GO:0006468,protein phosphorylation,BP
Solyc04g014700.4.1,GO:0006357,regulation of transcription by RNA polymerase II,BP
Solyc04g014760.3.1,GO:0005737,cytoplasm,CC
Solyc04g014887.2.1,GO:0005524,ATP binding,MF
Solyc04g015010.4.1,GO:0008017,microtubule binding,MF
Solyc04g015030.5.1,GO:0046872,metal ion binding,MF
Solyc04g015130.3.1,GO:0005524,ATP binding,MF
Solyc04g015190.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g015200.3.1,GO:0006096,glycolytic process,BP
Solyc04g015340.3.1,GO:0006508,proteolysis,BP
Solyc04g015360.3.1,GO:0008270,zinc ion binding,MF
Solyc04g015450.3.1,GO:0005525,GTP binding,MF
Solyc04g015460.4.1,GO:0005524,ATP binding,MF
Solyc04g015470.3.1,GO:0046488,phosphatidylinositol metabolic process,BP
Solyc04g015530.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g015560.4.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g015590.4.1,GO:0050662,(OBSOLETE) coenzyme binding,
Solyc04g015600.3.1,GO:0006468,protein phosphorylation,BP
Solyc04g015830.3.1,GO:0007010,cytoskeleton organization,BP
Solyc04g015970.3.1,GO:0016887,ATP hydrolysis activity,MF
Solyc04g015990.2.1,GO:0015299,GO:0015299,MF
Solyc04g016000.3.1,GO:0005634,nucleus,CC
Solyc04g016010.5.1,GO:0055114,oxidoreductase process,MF
Solyc04g016070.2.1,GO:0005634,nucleus,CC
Solyc04g016080.2.1,GO:0005524,ATP binding,MF
Solyc04g016240.3.1,GO:0017056,structural constituent of nuclear pore,MF
Solyc04g016330.3.1,GO:0046168,glycerol-3-phosphate catabolic process,BP
Solyc04g016390.2.1,GO:0005622,intracellular anatomical structure,CC
Solyc04g016430.3.1,GO:0019139,cytokinin dehydrogenase activity,MF
Solyc04g016520.3.1,GO:0016021,integral component of membrane,CC
Solyc04g017620.5.1,GO:0046488,phosphatidylinositol metabolic process,BP
Solyc04g017680.3.1,GO:0005840,ribosome,CC
Solyc04g160120.1.1,GO:0003678,DNA helicase activity,MF
Solyc04g160130.1.1,GO:0003678,DNA helicase activity,MF
Solyc04g018090.2.1,GO:0015299,GO:0015299,MF
Solyc04g040170.3.1,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,MF
Solyc04g040160.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g040110.3.1,GO:0005524,ATP binding,MF
Solyc04g039950.4.1,GO:0006357,regulation of transcription by RNA polymerase II,BP
Solyc04g039930.4.1,GO:0016491,oxidoreductase activity,MF
Solyc04g039920.1.1,GO:0016491,oxidoreductase activity,MF
Solyc04g039910.3.1,GO:0016491,oxidoreductase activity,MF
Solyc04g039900.1.1,GO:0015035,protein-disulfide reductase activity,MF
Solyc04g039880.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g039870.3.1,GO:0051537,"2 iron, 2 sulfur cluster binding",MF
Solyc04g039840.1.1,GO:0016984,ribulose-bisphosphate carboxylase activity,MF
Solyc04g039810.1.1,GO:0009579,thylakoid,CC
Solyc04g039730.3.1,GO:0005524,ATP binding,MF
Solyc04g026320.1.1,GO:0009507,chloroplast,CC
Solyc04g026310.1.1,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,MF
Solyc04g026230.1.1,GO:0005524,ATP binding,MF
Solyc04g026220.4.1,GO:0008234,cysteine-type peptidase activity,MF
Solyc04g026210.4.1,GO:0006468,protein phosphorylation,BP
Solyc04g026200.3.1,GO:0008234,cysteine-type peptidase activity,MF
Solyc04g026100.1.1,GO:0005840,ribosome,CC
Solyc04g026070.1.1,GO:0030896,checkpoint clamp complex,CC
Solyc04g025990.3.1,GO:0016020,membrane,CC
Solyc04g025970.1.1,GO:0046983,protein dimerization activity,MF
Solyc04g025940.3.1,GO:0005992,trehalose biosynthetic process,BP
Solyc04g025880.4.1,GO:0016020,membrane,CC
Solyc04g025870.4.1,GO:0016192,vesicle-mediated transport,BP
Solyc04g025760.1.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g025750.3.1,GO:0016021,integral component of membrane,CC
Solyc04g025590.1.1,GO:0007165,signal transduction,BP
Solyc04g025530.3.1,GO:0019752,carboxylic acid metabolic process,BP
Solyc04g160690.1.1,GO:0003678,DNA helicase activity,MF
Solyc04g025440.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g025410.1.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g160840.1.1,GO:0003678,DNA helicase activity,MF
Solyc04g162610.1.1,GO:0003678,DNA helicase activity,MF
Solyc04g025170.4.1,GO:0016887,ATP hydrolysis activity,MF
Solyc04g025110.1.1,GO:0046983,protein dimerization activity,MF
Solyc04g025050.1.1,GO:0046983,protein dimerization activity,MF
Solyc04g025030.1.1,GO:0046983,protein dimerization activity,MF
Solyc04g024560.3.1,GO:0009507,chloroplast,CC
Solyc04g024550.1.1,GO:0009507,chloroplast,CC
Solyc04g024540.1.1,GO:0009507,chloroplast,CC
Solyc04g024420.3.1,GO:0005839,proteasome core complex,CC
Solyc04g024410.2.1,GO:0003678,DNA helicase activity,MF
Solyc04g045340.3.1,GO:0071704,organic substance metabolic process,BP
Solyc04g045530.4.1,GO:0006269,"DNA replication, synthesis of RNA primer",BP
Solyc04g045560.4.1,GO:0005634,nucleus,CC
Solyc04g045600.4.1,GO:0005524,ATP binding,MF
Solyc04g045650.3.1,GO:0016757,glycosyltransferase activity,MF
Solyc04g047870.1.1,GO:0046983,protein dimerization activity,MF
Solyc04g048900.3.1,GO:0005783,endoplasmic reticulum,CC
Solyc04g049010.3.1,GO:0004527,exonuclease activity,MF
Solyc04g049040.2.1,GO:0003678,DNA helicase activity,MF
Solyc04g049070.3.1,GO:0005975,carbohydrate metabolic process,BP
Solyc04g049090.3.1,GO:0016021,integral component of membrane,CC
Solyc04g049100.1.1,GO:0005524,ATP binding,MF
Solyc04g049160.3.1,GO:0005524,ATP binding,MF
Solyc04g049180.3.1,GO:0016021,integral component of membrane,CC
Solyc04g049330.3.1,GO:0042626,ATPase-coupled transmembrane transporter activity,MF
Solyc04g049350.4.1,GO:0009073,aromatic amino acid family biosynthetic process,BP
Solyc04g049400.3.1,GO:0005524,ATP binding,MF
Solyc04g049470.2.1,GO:0003677,DNA binding,MF
Solyc04g049530.1.1,GO:0005524,ATP binding,MF
Solyc04g049550.3.1,GO:0016020,membrane,CC
Solyc04g049630.3.1,GO:0008236,serine-type peptidase activity,MF
Solyc04g049720.4.1,GO:0008270,zinc ion binding,MF
Solyc04g049770.4.1,GO:0005515,protein binding,MF
Solyc04g049800.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g150131.1.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g049807.1.1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Solyc04g050170.4.1,GO:0005524,ATP binding,MF
Solyc04g050210.1.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g050340.3.1,GO:0005840,ribosome,CC
Solyc04g050360.2.1,GO:0005840,ribosome,CC
Solyc04g050365.1.1,GO:0005840,ribosome,CC
Solyc04g050380.3.1,GO:0005840,ribosome,CC
